raceId,driverId,grid_cluster,finish_cluster,statusId_cluster,dnf_cluster,num_stops_cluster,first_stop_lap_cluster,avg_stop_time_cluster,total_stop_time_cluster,year_cluster,position_improved_cluster,position_change_cluster,race_length_proxy_cluster,pit_timing_ratio_cluster,avg_time_per_stop_cluster,dbscan_label,cluster,strategy,grid_class,finish_class,statusId_class,dnf_class,num_stops_class,first_stop_lap_class,avg_stop_time_class,total_stop_time_class,year_class,position_improved_class,position_change_class,race_length_proxy_class,pit_timing_ratio_class,avg_time_per_stop_class,actual,log_prob,log_pred,svm_prob,svm_pred,model_agreement
843,155,13,10,1,0,2.0,14.0,21.8955,43.791,2011,1,3,28.0,0.5,21.8955,0,1,Aggressive Multi-Stop,13,10,1,0,2.0,14.0,21.8955,43.791,2011,1,3,28.0,0.5,21.8955,1,0.6524366147793532,1,0.7292666302219016,1,1
843,814,8,11,1,0,2.0,11.0,21.6035,43.207,2011,0,-3,28.0,0.3928571428571428,21.6035,0,0,Early Pit Strategy,8,11,1,0,2.0,11.0,21.6035,43.207,2011,0,-3,28.0,0.3928571428571428,21.6035,0,0.4092717124908033,0,0.4053009619194533,0,1
843,2,16,12,1,0,2.0,18.0,22.018500000000003,44.037000000000006,2011,1,4,28.0,0.6428571428571429,22.018500000000003,0,1,Aggressive Multi-Stop,16,12,1,0,2.0,18.0,22.018500000000003,44.037000000000006,2011,1,4,28.0,0.6428571428571429,22.018500000000003,1,0.7955329081196381,1,0.7895242900417946,1,1
843,22,15,13,1,0,2.0,16.0,21.595,43.19,2011,1,2,28.0,0.5714285714285714,21.595,0,1,Aggressive Multi-Stop,15,13,1,0,2.0,16.0,21.595,43.19,2011,1,2,28.0,0.5714285714285714,21.595,1,0.7500000594017963,1,0.7871914031405793,1,1
843,67,9,14,1,0,3.0,12.0,22.886666666666667,68.66,2011,0,-5,28.0,0.4285714285714285,22.886666666666667,1,0,Early Pit Strategy,9,14,1,0,3.0,12.0,22.886666666666667,68.66,2011,0,-5,28.0,0.4285714285714285,22.886666666666667,0,0.4492801940552983,0,0.3823469194694428,0,1
843,16,11,15,11,1,3.0,15.0,23.584999999999997,70.755,2011,0,-4,28.0,0.5357142857142857,23.584999999999997,1,0,Early Pit Strategy,11,15,11,1,3.0,15.0,23.584999999999997,70.755,2011,0,-4,28.0,0.5357142857142857,23.584999999999997,0,0.5673956579451622,1,0.5477677039660199,1,1
843,5,19,16,11,1,2.0,19.0,22.1875,44.375,2011,1,3,28.0,0.6785714285714286,22.1875,0,1,Aggressive Multi-Stop,19,16,11,1,2.0,19.0,22.1875,44.375,2011,1,3,28.0,0.6785714285714286,22.1875,1,0.8710774160023939,1,0.7693640512838533,1,1
843,815,12,17,11,1,4.0,16.0,21.90375,87.615,2011,0,-5,28.0,0.5714285714285714,21.90375,3,0,Early Pit Strategy,12,17,11,1,4.0,16.0,21.90375,87.615,2011,0,-5,28.0,0.5714285714285714,21.90375,0,0.6423449703634267,1,0.4902425634402874,0,0
843,813,17,18,11,1,3.0,10.0,24.280666666666665,72.842,2011,0,-1,28.0,0.3571428571428571,24.280666666666665,1,1,Aggressive Multi-Stop,17,18,11,1,3.0,10.0,24.280666666666665,72.842,2011,0,-1,28.0,0.3571428571428571,24.280666666666665,0,0.721622894086916,1,0.7350723758750548,1,1
843,15,20,19,11,1,2.0,20.0,22.6445,45.289,2011,1,1,28.0,0.7142857142857143,22.6445,0,1,Aggressive Multi-Stop,20,19,11,1,2.0,20.0,22.6445,45.289,2011,1,1,28.0,0.7142857142857143,22.6445,1,0.8919201457605085,1,0.7620636763740717,1,1
843,816,21,20,12,1,2.0,20.0,22.8515,45.703,2011,1,1,28.0,0.7142857142857143,22.8515,0,1,Aggressive Multi-Stop,21,20,12,1,2.0,20.0,22.8515,45.703,2011,1,1,28.0,0.7142857142857143,22.8515,1,0.906069863819866,1,0.7605417927210703,1,1
843,10,22,21,12,1,3.0,16.0,26.139333333333337,78.418,2011,1,1,28.0,0.5714285714285714,26.139333333333337,1,1,Aggressive Multi-Stop,22,21,12,1,3.0,16.0,26.139333333333337,78.418,2011,1,1,28.0,0.5714285714285714,26.139333333333337,1,0.8856166714518802,1,0.7692379559836042,1,1
843,24,23,22,12,1,3.0,9.0,20.708666666666662,62.126,2011,1,1,28.0,0.3214285714285714,20.708666666666662,1,1,Aggressive Multi-Stop,23,22,12,1,3.0,9.0,20.708666666666662,62.126,2011,1,1,28.0,0.3214285714285714,20.708666666666662,1,0.8890161512076654,1,0.7658187132153408,1,1
843,39,24,23,12,1,1.0,23.0,26.049,26.049,2011,1,1,28.0,0.8214285714285714,26.049,2,1,Aggressive Multi-Stop,24,23,12,1,1.0,23.0,26.049,26.049,2011,1,1,28.0,0.8214285714285714,26.049,1,0.9389061079774464,1,0.7617030362384022,1,1
843,153,7,24,36,1,1.0,9.0,22.419,22.419,2011,0,-17,28.0,0.3214285714285714,22.419,2,0,Early Pit Strategy,7,24,36,1,1.0,9.0,22.419,22.419,2011,0,-17,28.0,0.3214285714285714,22.419,0,0.3308211394908885,0,0.2531083092586326,0,1
844,20,1,1,1,0,4.0,11.0,20.40225,81.60900000000001,2011,0,0,21.0,0.5238095238095238,20.40225,3,0,Early Pit Strategy,1,1,1,0,4.0,11.0,20.40225,81.60900000000001,2011,0,0,21.0,0.5238095238095238,20.40225,0,0.2189316203169677,0,0.2567226164047298,0,1
